,review_id,user_id,business_id,stars,date,text,useful,funny,cool,sentiment
10,0cUDTqfYnpPVW3l5mlU90A,Fr4IO1woSA7LHvs3-Aqzjw,xFkUn2tIJY0vkcm1Hl5m_A,2,2015-02-10,"After all the hype about this restaurant and based on its location in the SOHO Hotel one would expect this burger joint would be something exciting to experience, well it is not! Instead this place was one of the most disappointing places I have ordered food from. We placed a phone in order and went to pick it up for 4 adults and two children. The person who picked it up asked if the staff could double check the order  to make sure the order was complete. Well many things were missing. This was one person returning to our room with many bags. They could packed the numerous bags in one larger one making it easier to carry but they did not. They missed out on all the condiments and I mean all. Not even a napkin was offered. On the menu it states all their burgers are topped with dill pickles, cheese, lettuce, tomato and onion. Well ours came with none of these things. The meat was too salty. The food was given to us cold. The tater tots are pictured with dipping sauces which were not offered. There were no lids on the tater tots allowing them to get cold quickly on the walk from the restaurant through the hotel back to our room. The grilled cheese sandwiches ordered came as one grilled cheese. We had two kids to feed. The only thing decent was the Macaroni salad.
When you are paying $10.00 for a hamburger or more you expect more than your average burger. We were all very disappointed in the food and service. We will not be returning to this place again.",0,0,0,negative
11,9xP_Cy0r_qdBdMULnl3HAw,O6VoKoTQfMu1Gkh7YnNW7A,xFkUn2tIJY0vkcm1Hl5m_A,2,2015-01-12,"Meh. 

Not at all what I expected (I don't really know WHAT I was expecting...) but I do like that they have dining with a BAR up front and your typical take away in back.

That's where the positives stop. The burger is dry with zero flavour. I'm all about showcasing the meat flavour in a good piece of beef but these aren't so go ahead and throw some s&p on that sucker.  

Really nice staff and the tots are top notch (but you can't really eff up tots so...)",4,1,1,positive
12,y70j2RcK-HNSF8-TTFT3mQ,AgWz3sUCZawYG_szu7Bx3A,xFkUn2tIJY0vkcm1Hl5m_A,1,2015-08-08,Worst burger in town. Way over priced. Shitty sides and the burgers were small and not good. It's a shrine for Marky mark and more or less a tourist attraction thst sucks. Never going back.,0,0,0,negative
13,sHSDZ0qQyF2gNOD8dd0wDQ,m9ZD0dY-auZjKmlQpWD8Ew,xFkUn2tIJY0vkcm1Hl5m_A,1,2015-05-27,"Woth the $14+ for lunch.  Nope. I was the only person in the take out line at lunch time.  After ordering their most basic burger and an order of fries.  I asked the cashier what ""government"" cheese was..I was embarrassed for her when she mumbled.. sans emotion  ""it's a Kraft single"" .  After ordering, I waited and waited and waited.  As the cashier tapped her pen on the counter I interupted her daydream to ask if there was any faster service for take out orders or am I in line with all the dining room orders (btw the dining room was quite full) Her response was simple.  No faster service for take out.  Great so I continued to wait with anticpation. When I got back to the office and opened the box, I was horrified to see a shrivelled bun with what I think was a hamburger patty. Was too small to actually tell.  Save your money people of Toronto.  Even if the food was good (and the cheese was actually cheese) I would avoid this place with their lack lustre service and unfriendly staff.  Walberg family, you can do better.",0,0,0,positive
14,3ALTtPYLB0Ruppo0k88Quw,rsTRY02m4dUITN7dE7zFxg,xFkUn2tIJY0vkcm1Hl5m_A,1,2017-07-10,"I am only giving one star because they don't give the option for no stars. I was extremely disappointed in my experience here. I live in Detroit and frequent the location in Greektown. The people are always so nice and attentive and prompt. This is the same behavior I expected while in Toronto but I didn't receive that. We were staying in the adjoining hotel, The Soho Metropolitan for my birthday which is July 6th. My boyfriend went to the location on July 5th and arrived at 9:54pm. He asked the hostess, who was actually really nice, if they were closed and could he order food. Her response was absolutely. He said okay, and proceeded to the line to order food. The person taking the order asked was it for here or to go, his response was ""here"". The cashier looks at him and says, ""You do realize we close in 5 minutes?"" My boyfriend responds, ""I just asked the girl at the door if it was okay to order food and she said yes."" The girl responds, ""Well we aren't allowed to tell you that you can't come in if it's before we close."" He says okay and proceeds to order the food. He orders two sandwiches and two orders of fries both with the pickles on the side. When they called him, we noticed the food in a bag. I said, ""Oh you ordered it to go?"" He says no. He walks over the girl gives him a weird look when he said I thought I told u for here. While we were figuring out what sandwich goes to who he realized there was only one side of pickles. He goes back and says can I have another side of pickles. She asks for the pickles and the cook in back yells, ""Kitchen's closed."" Now, my boyfriend owns a bar, ironically, a burger bar. So he knows how things should be handled in this situation, so he gets upset. He says to the cook, ""Well had you done it right the first time I wouldn't have to come back and ask for anything."" The cook says something that I couldn't hear and my boyfriend says, ""I can't believe how rude you people are."" There were two ladies sitting in a booth near the counter and kitchen and one speaks up. My boyfriend asks if she is management. She asks what's the problem, he asks again if she is management and she respond yes. He says, ""Your employees are rude. If they didn't want to serve us they should have said that when I arrived and asked about ordering. They didn't give me my order correct. I ordered it for here, they give it to me in bags, and now your cook is yelling from the back of the house. It's extremely rude."" She responds, ""Well sir, the cooks are rude to us too."" He said, ""Well you need to fire them. I own a bar and this behavior would never be tolerated."" He then tells me we can go eat elsewhere after I apologized for suggesting we go in the first place. We left without even touching the food. He tells the manager have a nice night and we leave. We paid $35.31 for a meal we couldn't even enjoy, $20 of it was in USD, which makes it actually $41.07 paid. Its super upsetting that while on vacation for my birthday, going to a place I usually love to go to, this happens. I definitely have no desire to return.",1,0,0,positive
15,CWxfMz2prxAM3T0LFBR-zQ,J76FnutwAI2PkkB4A-LNwg,xFkUn2tIJY0vkcm1Hl5m_A,1,2015-08-30,"Decided to check Wahlburgers out last night while my family is in the city. My brother-in-law is a fan of the show and I thought he'd get a kick out of being there. 

The place was packed and loud, but we were seated immediately and our initial server was great at telling us about he menu. He was quick to mention that the 18% surcharge on cocktails has been discontinued because customers were not happy with it. No shit!

There were 4 of us, a child and three adults. We each ordered something different, the Smallburger combo for my nephew $5.95, which includes fries. Then an Our Burger, the Crispy Haddock Sandwich, and the OFD. Sides were tatter tots, onions rings and, sweet potato tatter tots.  I also ordered a margarita and my sister ordered a Ceasar, both $12 each. 

We got our food orders fairly quickly. The Sides were the only decent things served. The haddock sandwich was burnt to within an inch of its life. Not worth the $ don't believe the hype.",3,0,0,positive
16,p-XU8oGadYTVsvUwdUax1w,3Etl5x1kYYN_1WsAhtFh0A,xFkUn2tIJY0vkcm1Hl5m_A,4,2017-02-26,"An interesting place. Kind of more an upscale sports bar and I always like a place that puts their own personal flair into it. One entire wall of the place is to list all of the tv and movies the Wahlbergs have been in. Food was great, had a Basic Burger with fries and it was fresh and delicious. My friend did not care for the onion rings as they are not rings but more like small curls and more crunchy. The staff were pretty bland and had little energy. Overall, delicious!",0,0,0,positive
17,dRnb22E-UELNrHmJKKm_YA,YVTWO3FbgfVBEO9Jf8gVxQ,xFkUn2tIJY0vkcm1Hl5m_A,1,2016-01-31,"If you want a good burger, AVOID. This is literally a pimped up mcdonalds. The buns are severely fake. The meat is absolutely tasteless and you don't feel the same grilled meat taste as with Hero Burger. I was asked if I wanted cheese and I was given the options. I then asked for the white cheddar and was told that is $1.30 extra. Quite a lot for a transparent piece of cheese. Anyway, I didn't want to pay, so I settled for the regular American cheese. Big mistake. This is the same plastic sad excuse for cheese they put on mcdonalds. The whole burger was really bad and I ended up throwing 2\/3rds of it away. I also ordered a poutine with the Yukon Gold Fries. The poutine was also pretty bad. Very cheap on the cheese curds, the gravy was too thick and strange and the fries were not nice at all. They just have a slightly nicer presentation than mcdonalds which is why it seems popular. I spent $17 and threw most of it in the garbage.",1,0,0,negative
18,AGmabqQFnsh0vJ59JsqHNQ,b6LzKT59pLbSmHoIOoz1oQ,xFkUn2tIJY0vkcm1Hl5m_A,2,2015-05-28,"Very unimpressive... I ordered a steam whistle, for $7.50 it came in a pop glass and wasn't close to being a pint.... I got the the regular burger $9.95 with tater tots $3.50, tater tots were okay but bland, the burger was bad, very tiny with more condiments then beef, I had a good quarter of my bun left and no beef, the government cheese was terrible and I like processed cheese. The bartender was nice and gave me their secret sauce, the sauce was really good.  I am a huge fan of works burger, the burgers are huge and delicious with endless fries, a way better value and just up the street. Don't waste your time here, friendly staff but the food is terrible!",0,0,0,positive
19,S6qzKrKz-Ab_XmLRIN9kXQ,SACGxgqOA_XkoDU2OmGz1Q,xFkUn2tIJY0vkcm1Hl5m_A,2,2015-08-26,Waste of time.  Lots of hype.  I love a good over priced burger.  And I got a dried over priced burger.   My burger had a fried egg on it.   Omg.  The egg was dry.  I sent it back.  Still dry.  They are not that good.  My daughter  ordered a hotdog.  She needed to kill it in ketchup to eat it.  The fries are really good the fries get a 4 star the restaurant  gets a 2.  You are better off ordering the takeout and eating upstairs.,0,0,0,positive
20,9j6OTGKoGoSwE7u70Zvmjg,kTqXgitsshgBE3UWJR_dbg,xFkUn2tIJY0vkcm1Hl5m_A,4,2015-04-27,"Great food and service, good atmosphere, consistent design. Decent food pricing for downtown toronto although simple carbonated beverages have a 250% markup!

My only real complaint would be that its overly dedicated to Actor Mark Wahlberg. His face and ""accomplishments"" are plastered all over the place. Comes off as a bit arrogant, but hey when you're Mark, I guess you could whatever you please, heh.

Would def visit again to try the other menu items! Recommend.",0,0,0,positive
21,N9c7flIJK-iK4vIcIeNDKQ,1l4xyCisqnaDQzLnPDS0yA,xFkUn2tIJY0vkcm1Hl5m_A,3,2015-01-12,"It's not terrible but it's not great.  They messed up our order and before I knew it, I was half way done my buddy's burger - the original BBQ cheese one when I really wanted to try the OFD.  The patty was a tad on the small side and wasn't very juicy.  In fact, it was a bit overcooked and didn't taste as fresh like some other gourmet burger places.  The bun has some greasy layer on it, I prefer a more doughy bun to be honest.  The topping selections for each burger were good though.  Nice to have something unique like a Thanksgiving burger as an option, same with Turkey vs. Beef.  

The atmosphere was like a sportsbar and it was packed with people on a Saturday night.  You can tell people were excited to try out a new place.  I'd say the quality is definitely above McDonalds but below say a Burger's Priest.  Something in the middle, something average.  I also had the sweet potato tots which were nice and a Sam Adams Boston Lager, which was also nice for a change.  Prices were what one would expect for King West.  I could eat here again but I won't be rushing back anytime soon.  I could see out of town people eating here before\/after a Jay game.",2,0,0,positive
22,uFou1ate7Qg7LKubajG7lw,aS47-wst4NBOQe3MWKv2cQ,xFkUn2tIJY0vkcm1Hl5m_A,3,2015-04-15,"Rude waiters , did not make eye contact. Gave off the impression that they didn't want anyone there. But good food over all",1,0,0,positive
23,58p-kGi0gH0BT8-NAh1lug,VEjMxVnvI3g1CvjMjj5PSg,xFkUn2tIJY0vkcm1Hl5m_A,3,2017-09-12,Toronto's version of Shake Shack. Overpriced burgers. Service is slow and usually a long line. It's what you expect.,0,0,0,negative
24,9-SJMJowsaAO1_YQ4Eoumg,hOLjJqI-FUaBx3WcE9uxQQ,xFkUn2tIJY0vkcm1Hl5m_A,1,2014-11-14,"Had the Thanksgiving turkey burger. Burger didn't taste fresh. In fact, the burger came out in record time which further makes me believe it wasn't fresh. There was very little sauce and stuffing in the burger. The sweet potato tots weren't cooked thoroughly either. In conclusion, there are better options in the city for the price point that Wahlburgers is in.",2,2,1,positive
25,mGHgjdlvHQF9oFIsAfjDwA,gwIqbXEXijQNgdESVc07hg,xFkUn2tIJY0vkcm1Hl5m_A,3,2014-11-25,"The wave of negative review is a bit surprising as this place serves half decent burgers. The place is a mad house in terms of the crowds with lineups over half and hour or so even at off peak hours. My experience was for a takeout so will reserve the comment for service in house till I have dined in.
My friend likes Turkey burgers and with the recent review by a fellow Yelper (Thanks Billy K for cutting through the riff raff and providing an honest review) for Thanks Giving burger this was the choice we stuck with. We ordered a kids burger (beef) as the third person dining with us wanted a small portion (great value as its comes with a choice of a side) for sides we had sweet potato tots, onions and fries. 
The order took its time (15-20 min) and when we opened up the food at home it was still warm. 
On to the burgers nicely done a big pattie covered with stuffing. We also had caramelized onions as topping which went well.  Decent burger I would say 3 stars. I didn't try the beef burger but the person who tried it liked it as well. Sides were decent too with sweet potato tots being the crowd pleaser.  3 stars all said and done. The place does seem overwhelmed and I hope they will streamline soon in house.",1,0,0,positive
26,KK7tsrCNFSEA53Qh_oI-AQ,o6U4pEmfjsVScQ-ZfZPv-Q,xFkUn2tIJY0vkcm1Hl5m_A,3,2015-02-16,"Went for the first time. Was seated quickly even though the restaurant was busy. Ordered the burger and fries and they were fantastic. The burgers were very juicy, cooked perfectly and the sea salt fries were tasty. Our server Sophie was fast and friendly. The only problem I have was the portion size. The amount of fries you get is about avg with anywhere else however I found the burgers to be rather small and was left hunger after the meal.",0,0,0,positive
27,zH1QQs8ePFFE-ELDU0zN9A,3S6ejVkW4xhX9ZpT_CGQVA,xFkUn2tIJY0vkcm1Hl5m_A,4,2015-06-22,"Food: We ordered ""Our Burger"" we modified it to our liking for toppings and the wahl sauce was amazing! We both ordered chocolate frappes they were rich but very good! 

Service: When we first arrived, it was about a 30 minute wait to be seated, they were asking for phone numbers so that they could text you when your table was ready. We haven't been able to receive texts while I'm Canada so the hostess advised that it was no problem as long as we were staying close she would come find us.  About 30-35 minutes later we were seated, they gave us 2 options for seating because of my husbands wheelchair. We chose option 2 it was near the window and was much more accessible. When our server came the great service continued. She was kind, quick, and familiar with everything. 

Only one disappointment with this was that we wanted a shot glass a momento and the mgr advised that they've not had them since December. Time to take them off the board I think!",0,0,0,positive
28,ywUUcCI14eEaD0UdPQ98SA,F4icTapDkWeuF1ZuRjGfjw,xFkUn2tIJY0vkcm1Hl5m_A,5,2016-05-09,"Lunchtime. 

Well what to say about this place. 
One its owned by a famous person which brought me here. 
Two l love the food here it's alway fresh and on time. Their garden salad are my favorite with a chicken burger.",0,0,0,positive
29,GSMrg7ySMnH65-b_lOtDDw,Vjumzqf61WlRWms8YilC5Q,xFkUn2tIJY0vkcm1Hl5m_A,4,2015-09-28,Really good food and service. The thanksgiving day burger is delicious. The atmosphere inside is a bit weird with the bright green chairs but the food and service makes that better. The fries are really good as well.,0,0,0,positive
30,nYgULCGehdva3SsxwQkdHg,8bIbhPpKzwMJ4avblNhJ4w,xFkUn2tIJY0vkcm1Hl5m_A,5,2015-10-02,I have been twice now and I will continue to go back. There food is AMAZING I had the Jenn chicken Burger and fries and I have had the Our Burger and sweet potato tots !!! Very nice inside and friendly workers ! Can't wait to go back,0,0,0,positive
31,g5Vq_u55VCcT4l569OIwdg,80M1s2c04MYB0w04DEd8dg,xFkUn2tIJY0vkcm1Hl5m_A,1,2016-04-28,"Underwhelming. Portions small. Burgers lackluster. Atmosphere touristy. Just build the price of fries into the meal cost. Nobody wants to pay $12 for a sub-par burger and then have to pitch an extra $3.00 for a meager side of fries.

Was curious to see what the fuss was about. Will not be going back.",1,1,0,negative
32,r5TrH8oLwfUcniIwf1m7sQ,zsxwHiAOcLjl7--UFVmpVQ,xFkUn2tIJY0vkcm1Hl5m_A,3,2014-11-05,"I stopped into Wahlburgers for lunch on a sunday afternoon just after it opened for the soft opening but before the grand opening.  The staff were young and friendly and efficient.  The atmosphere is a family sports bar.  The burgers were fresh, simple but full of flavour.  I had the tater tots instead of fries.  They were good but a side sauce would have made them better.  Overall a nice place to grab a burger with friends.",0,0,0,positive
33,B3xIZM7KCe6lV1CNaxIo_A,v2JbRxUd18qL80IcYJOQtg,xFkUn2tIJY0vkcm1Hl5m_A,3,2014-12-28,"I met a buddy here for lunch.  I tried to keep my mind open given the ridiculous hoopla around the A&E show and hype in general.

It's a much larger space than I thought.  There are two floors, a bar area, an open kitchen and lots and lots of very green chairs. 

TV's broadcast various sports programs but you can always be assured the Wahlberg montage will be in rotation which features the best of Donny, Mark and whatever the other guy's name is. 

The servers seem to forget they work in a burger joint in a tourist area and not a hole in the wall on Ossington. Just because you are wearing  black T-shirt, it doesn't mean you need to act like WE should feel privileged to be there.  At least the shirts aren't green though....

As for the food, the burger was good. I went with the Bacon BBQ.  The meat\/bun ratio was good and the patty was an acceptable medium-well (although I really wasn't asked).  I liked the Wahl sauce and BBQ sauce, both of which I asked for on the side.

As for the sides, they were terrible.  The fries and tots were synonymous with something my daughters would heat up after school. 

It's good in that you can sit and have a beer with a burger and watch television which is a surprising rarity among many of the popular joints in the downtown core. That said, you can get a good microbrew as long as you want to pay at least $7 for it. It's a bit ironic considering their menu concept which promises a reflection of humble beginnings and government cheese. I'd think a Bud Light might be a better call.

The concept is a little confused.  It can't seem to decide if it wants to be a chic burger bar or a family joint where you can get food made by famous people at a somewhat reasonable price. My guess is that Wahlburgers will likely draw the baseball crowd more than it will the patrons of the SOHO.

I think I could replicate my experience with a green sharpie highlighter, a pound of hamburger, a Kraft single, a bag of McCain fries\/tots and a toaster oven while   watching Muchmusic retro while I talk to my annoying hipster cousin on speaker phone.

Stuck between 2 and 3 stars but the burger saved it.

With burger joints like Burger's Priest and P & L burger in town, I think this new kid will get knocked off the block pretty quick.",4,5,4,positive
34,HMAuaIqdLuyCwcG9UqlaQA,AK0x8F5RlNm8osFPhSchtw,xFkUn2tIJY0vkcm1Hl5m_A,1,2014-11-08,"I should first write that I had no idea that there was a tv show surrounding this restaurant. They did show the tv show inside the restaurant; well, the 15 second preview on repeat for the entire time.

That said, the place is SO OVERPRICED. For two drinks and two burgers, our bill was $60. Also, there is a MANDATORY 18% gratuity. Even if you only eat as a couple, like us.

While the food was overall good, albeit fairly average, two things irked me. First, their ""pints"" are not pints. They are glass-sized bottles. $7 for a pint is steep; $7 for considerably less than a pint is scandalous.

The second thing is the mixed drinks: all are $12, and to be honest, it was not only garbage, but it came in a champagne glass. For $12, I would have expected a drink twice that side.

Part of me thinks the prices are so ludicrous because of the tv show. Maybe. Maybe this restaurant is a cash grab on hype. Maybe take your $60 and go to one of many better, more affordable, non-mandatory gratuity joints in Toronto instead.",9,3,1,positive
35,3FSzknYqW761wVJADD39xA,SfcUPkA9V1XVIwbQkRxUnw,xFkUn2tIJY0vkcm1Hl5m_A,1,2016-01-05,"So disappointed. If you're a NKOTB fan girl or fan of the Wahlburger show, then check it out but be prepared for lacklustre food and mediocre service. 

My out of town sister wanted to see this place since she's what I've described above haha. And I knew the minute we walked in, she wasn't the only out of towner. This place evokes the same atmosphere as Hard Rock Cafe or Niagara Falls. I wouldn't be surprised if no locals eat here. 

We were greeted at the door and explained the two different routes we could take: full, sit down service or head to the back for fast food. We chose to sit down and take in the whole experience. 

It took forever to get our drink orders in. There were probably 2-3 servers working and maybe 5-6 tables with customers but we waited really long just for the initial order. We watched customers arrive and head to back, order and head up stairs with food before we got served.

Once we did order, we found the portions small and the food mediocre. They serve the food in baskets and provide metal utensils which I found odd. The burger itself is dry and nothing special. I enjoyed eating the tater tots though they could be a bit more crispy and warm. 

Save yourself money and just head to Burger Priest or PnL for a quality burger that's probably cheaper.",8,0,1,positive
36,2rpGV39rrLIfdNqeYpqHew,Krt9eSuNGRywDhHNQcKXaQ,xFkUn2tIJY0vkcm1Hl5m_A,4,2017-09-02,"Ok, I've been a few times and the bad reviews are not deserved.   

I've had several menus items and likes them all.  My favorite being Jenn's chicken sandwich.  Wow was it great.  

Service can be a little slow,  it everything is made from scratch!  What do you expect?   Totally a fun chain that people see as a novelty, but they produce quality food most of the time.  

Give it a shot, just not on a day the Jays are playing. It's packed from pregame diners.",0,1,0,positive
37,9MC9J8mr-ceZZwMFesPLdg,j8U1S04PKcS4gQVdsQDUhA,xFkUn2tIJY0vkcm1Hl5m_A,2,2015-12-18,"I was disappointed with this burgers what with all the fan fare from the related television program. The plating was well done. The restaurant looked great but the burgers didn't have a memorable taste, the fries were good however.",0,0,0,positive
38,3Yu6ZdFPE5cLNFFc0wPxaw,JxU5mLtxT8qJUnL9DsQ-JQ,xFkUn2tIJY0vkcm1Hl5m_A,4,2016-04-10,"Certainly an above average burger joint. When i walked in it seemed loud and crowded but it didn't feel claustrophobic when we sat down. The wait staff was laid back but friendly. Sports bar decor, with wall to wall flat screens showing sports and video montages. Being a Marky Mark fan, the shameless advertising didn't bother me so much as make me want to go home and netflix one of his movies.

The Menu descriptions are charming (""Triple decker: a triple stack, like the house we grew up in""). The topping combinations were appealing, I had the ""OFD"" with mushrooms, swiss, tomato jam and bacon, which was as you can imagine quite tasty. Poutine was good, the cheese was plentiful and the gravy was beefy. The onion rings were actually onion strings, which weren't bad, but i wouldn't choose it again. You did get a good portion size, though, since more were able to fit in the cup. 

The main thing: the patty. I have rather high standards and have never paid for one that is better than what my dad makes. But it didn't taste like a frozen or processed, it tasted like fresh ingredients. I was happy.

I left having had enjoyed myself.

Oh! and the hard plastic chairs were surprisingly comfortable!",0,0,0,positive
